date,channel,campaign,impressions,clicks,sessions,spend
2026-06-14,GOOGLE ADS ,Competitor Search,276,13,12,41.04
2026-05-24,Google Ads,Competitor Search,368,15,13,46.45
2025-12-12,Google Ads,Restaurant Operations,405,20,19,41.81
2026-01-16,Organic Search,SEO Product Pages,4250,136,136,0.0
2025-12-02,LinkedIn Ads,Operations Leaders,669,5,5,35.71
2026-01-03,Email,Newsletter,105,4,4,6.5
2026-04-15,Google Ads,High Intent Search,1157,47,41,118.96
2025-11-08,Direct,Brand Direct,70,70,70,0.0
2026-04-16,Referral,Partner Network,12,12,12,20.19
2026-03-19,Email,Lead Nurture,737,28,28,6.5
2026-05-17,Referral,Customer Referral,11,11,11,0.0
2026-06-15,Organic Search,SEO Product Pages,4469,143,143,0.0
2026-05-22,Meta Ads,Retargeting,1744,23,21,19.87
2026-04-03,Google Ads,Restaurant Operations,485,22,20,48.25
2026-04-14,Direct,Demo Page Direct,25,25,25,0.0
2026-03-10,LinkedIn Ads,Operations Leaders,787,5,5,39.29
2026-04-11,Meta Ads,Lead Magnet,2121,27,24,21.17
2026-06-08,Direct,Demo Page Direct,34,34,34,0.0
2026-04-15,Organic Search,SEO Product Pages,4406,141,141,0.0
2025-12-22,Google Ads,Competitor Search,219,9,8,28.34
2026-01-13,Email,Newsletter,684,26,26,6.5
2026-06-24,Organic Search,SEO Product Pages,4938,158,158,0.0
2025-12-11,Google Ads,Competitor Search,439,18,16,60.35
2026-05-19,Referral,Customer Referral,14,14,14,0.0
2026-03-30,LinkedIn Ads,Operations Leaders,920,7,6,46.18
2026-04-13,Organic Search,SEO Product Pages,4688,150,150,0.0
2026-05-10,Google Ads,High Intent Search,824,38,34,84.55
2026-04-04,Direct,Returning Visitors,28,28,28,0.0
2026-05-20,Email,Lead Nurture,474,18,18,6.5
2026-03-17,Organic Search,SEO Product Pages,4062,130,130,0.0
2026-04-09,Direct,Brand Direct,98,98,98,0.0
2026-03-08,LinkedIn Ads,Operations Leaders,506,4,4,29.17
2026-03-04,Linkedin Ads,Operations Leaders,1028,7,6,43.25
2025-12-20,Referral,Customer Referral,6,6,6,0.0
2026-04-27,Meta Ads,Awareness Video,9629,116,104,68.24
2026-06-01,Google Ads,Competitor Search,431,18,17,54.06
2026-03-16,Email,Reactivation,474,18,18,6.5
2026-01-30,Direct,Demo Page Direct,31,31,31,0.0
2026-01-08,Email,Lead Nurture,474,18,18,6.5
2025-11-23,Referral,Customer Referral,9,9,9,0.0
2026-01-12,Email,Newsletter,711,27,27,6.5
2026-02-13,Direct,Demo Page Direct,22,22,22,0.0
2026-02-04,Email,Lead Nurture,921,35,35,6.5
2026-03-19,Direct,Demo Page Direct,22,22,22,0.0
2025-11-19,Direct,Brand Direct,121,121,121,0.0
2026-03-25,Direct,Returning Visitors,46,46,46,0.0
2026-05-21,Google Ads,Competitor Search,484,19,17,56.22
2026-03-27,Organic Search,SEO Guides,3906,125,125,0.0
2026-02-05,Direct,Brand Direct,99,99,99,0.0
2025-12-15,Google Ads,High Intent Search,740,35,30,77.78
2026-04-19,Google Ads,Competitor Search,290,13,12,39.62
2026-06-30,LinkedIn Ads,Operations Leaders,1334,8,7,48.31
2026-06-23,Direct,Demo Page Direct,20,20,20,0.0
2026-05-09,Direct,Returning Visitors,47,47,47,0.0
2026-01-24,LinkedIn Ads,Operations Leaders,492,4,4,28.68
2025-12-05,Email,Newsletter,921,35,35,6.5
2026-04-27,Email,Lead Nurture,605,23,23,6.5
2026-02-01,Direct,Brand Direct,75,75,75,0.0
2026-01-21,Referral,Partner Network,21,21,21,17.56
2026-05-21,Direct,Demo Page Direct,25,25,25,0.0
2025-12-01,Direct,Demo Page Direct,23,23,23,0.0
2025-11-24,Organic Search,SEO Product Pages,4094,131,131,0.0
2026-03-13,Referral,Partner Network,12,12,12,15.88
2026-02-12,LinkedIn Ads,SMB Growth,682,5,4,34.81
2025-11-12,Direct,Returning Visitors,43,43,43,0.0
2025-11-16,Meta Ads,Awareness Video,4587,59,52,36.11
2025-12-25,Google Ads,Restaurant Operations,220,11,10,21.26
2026-03-13,Referral,Customer Referral,10,10,10,0.0
2026-04-26,Organic Search,SEO Guides,2094,67,67,0.0
2026-04-01,Meta Ads,Lead Magnet,4911,49,44,37.02
2025-11-06,Organic Search,SEO Product Pages,3875,124,124,0.0
2026-04-28,Referral,Customer Referral,9,9,9,0.0
2025-12-23,LinkedIn Ads,Operations Leaders,411,3,3,20.77
2025-12-29,Organic Search,SEO Guides,2750,88,88,0.0
2026-01-13,LinkedIn Ads,Decision Makers,1079,7,6,53.25
2026-04-12,Organic Search,SEO Guides,3156,101,101,0.0
2026-06-08,Email,Lead Nurture,737,28,28,6.5
2026-02-25,Meta Ads,Retargeting,2329,27,25,24.26
2026-01-24,Referral,Customer Referral,14,14,14,0.0
2026-02-09,Email,Newsletter,763,29,29,6.5
2026-03-18,LinkedIn Ads,Operations Leaders,858,6,6,40.35
2026-05-01,Meta Ads,Retargeting,1499,20,18,19.77
2025-11-20,Organic Search,SEO Product Pages,3812,122,122,0.0
2026-06-12,Direct,Brand Direct,132,132,132,0.0
2026-04-20,Direct,Returning Visitors,54,54,54,0.0
2026-04-05,Direct,Returning Visitors,36,36,36,0.0
2026-06-24,Email,Reactivation,263,10,10,6.5
2026-02-13,Google Ads,Competitor Search,323,15,13,48.87
2026-04-01,Meta Ads,Retargeting,2553,30,26,27.87
2026-04-02,Meta Ads,Awareness Video,9835,99,89,56.02
2026-01-29,Meta Ads,Retargeting,1901,22,20,20.04
2026-04-30,Google Ads,High Intent Search,1021,43,37,97.9
2026-06-01,Email,Newsletter,1000,38,38,6.5
2026-04-26,Meta Ads,Awareness Video,5613,67,60,41.73
2026-04-30,LinkedIn Ads,Decision Makers,1739,11,10,83.97
2026-01-05,Organic Search,SEO Guides,3344,107,107,0.0
2026-04-03,Meta Ads,Retargeting,1992,25,22,23.73
2026-04-03,Referral,Industry Events,11,11,11,0.0
2026-02-10,Organic Search,SEO Comparison,1375,44,44,0.0
2026-04-08,Email,Newsletter,947,36,36,6.5
2026-02-18,Organic Search,SEO Guides,3656,117,117,0.0
2025-11-13,Referral,Customer Referral,12,12,12,0.0
2025-11-28,Organic Search,SEO Product Pages,4438,142,142,0.0
2026-05-24,Meta Ads,Lead Magnet,3684,44,39,30.63
2026-05-11,Google Ads,Competitor Search,496,19,17,56.18
2026-02-02,Direct,Demo Page Direct,25,25,25,0.0
2026-05-29,Google Ads,High Intent Search,1103,52,46,121.83
2026-01-17,Email,Lead Nurture,447,17,17,6.5
2026-04-06,Organic Search,SEO Comparison,1562,50,50,0.0
2025-12-10,Meta Ads,Awareness Video,9337,102,91,65.68
2026-05-05,LinkedIn Ads,Decision Makers,1292,10,9,68.39
2026-04-27,LinkedIn Ads,SMB Growth,584,4,4,26.88
2026-06-26,Referral,Industry Events,11,11,11,0.0
2026-02-28,Referral,Partner Network,10,10,10,13.33
2025-11-09,Direct,Returning Visitors,33,33,33,0.0
2026-03-01,Direct,Returning Visitors,52,52,52,0.0
2026-06-03,Google Ads,Competitor Search,377,17,16,55.58
2025-11-12,Organic Search,SEO Product Pages,3219,103,103,0.0
2026-04-10,Meta Ads,Lead Magnet,4010,49,43,35.71
2026-05-16,Email,Lead Nurture,500,19,19,6.5
2026-05-07,LinkedIn Ads,Operations Leaders,1032,6,6,37.69
2026-04-07,Google Ads,High Intent Search,1224,51,46,117.02
2026-05-19,Google Ads,Restaurant Operations,397,19,17,44.13
2026-04-03,Email,Lead Nurture,763,29,29,6.5
2026-05-10,Organic Search,SEO Guides,3375,108,108,0.0
2025-11-29,Google Ads,Competitor Search,271,12,11,36.08
2026-06-07,Google Ads,Restaurant Operations,515,21,18,38.98
2026-06-11,Email,Lead Nurture,763,29,29,6.5
2026-01-22,LinkedIn Ads,SMB Growth,888,6,5,36.07
2026-02-17,Meta Ads,Lead Magnet,2701,34,31,28.7
2026-05-05,LinkedIn Ads,SMB Growth,947,6,5,34.68
2026-03-02,Direct,Brand Direct,111,111,111,0.0
2026-06-30,Referral,Customer Referral,20,20,20,0.0
2026-06-25,Direct,Brand Direct,114,114,114,0.0
2026-03-23,LinkedIn Ads,SMB Growth,647,5,5,30.71
2026-05-24,Email,Reactivation,316,12,12,6.5
2026-03-10,LinkedIn Ads,Decision Makers,1185,9,8,69.38
2026-01-10,Email,Newsletter,658,25,25,6.5
2026-05-21,Google Ads,High Intent Search,1009,49,45,119.06
2026-03-02,Meta Ads,Awareness Video,7979,112,102,67.64
2025-11-03,Meta Ads,Lead Magnet,3405,42,37,31.47
2026-03-20,Organic Search,SEO Product Pages,4438,142,142,0.0
2026-03-22,Referral,Customer Referral,9,9,9,0.0
2025-12-08,Direct,Returning Visitors,51,51,51,0.0
2026-04-29,Organic Search,SEO Product Pages,5000,160,160,0.0
2026-04-20,Organic Search,SEO Guides,4469,143,143,0.0
2026-04-05,Email,Newsletter,395,15,15,6.5
2026-01-05,Meta Ads,Lead Magnet,3491,40,36,31.33
2025-12-09,Direct,Returning Visitors,45,45,45,0.0
2026-06-24,LinkedIn Ads,Operations Leaders,901,7,7,45.8
2026-06-22,Email,Newsletter,1263,48,48,6.5
2025-11-15,LinkedIn Ads,Decision Makers,879,6,5,43.29
2026-01-15,LinkedIn Ads,SMB Growth,672,5,5,31.03
2026-01-11,Direct,Brand Direct,66,66,66,0.0
2026-03-29,Email,Newsletter,579,22,22,6.5
2026-02-27,Email,Reactivation,368,14,14,6.5
2026-06-09,Meta Ads,Awareness Video,9160,111,104,64.74
2026-06-20,Email,Newsletter,737,28,28,6.5
2025-12-14,Email,Lead Nurture,421,16,16,6.5
2025-11-09,Organic Search,SEO Product Pages,2906,93,93,0.0
2025-11-15,Referral,Partner Network,14,14,14,10.18
2026-04-07,LinkedIn Ads,Operations Leaders,959,7,6,47.04
2025-12-30,Meta Ads,Awareness Video,4445,49,43,29.85
2026-01-05,Direct,Demo Page Direct,30,30,30,0.0
2026-05-23,Direct,Brand Direct,94,94,94,0.0
2026-04-11,Meta Ads,Retargeting,1501,17,16,15.45
2026-01-08,Direct,Brand Direct,100,100,100,0.0
2026-06-25,LinkedIn Ads,SMB Growth,1009,7,6,42.36
2026-03-21,Organic Search,SEO Product Pages,2906,93,93,0.0
2025-11-13,LinkedIn Ads,Decision Makers,1258,9,8,67.71
2026-02-23,Email,Lead Nurture,737,28,28,6.5
2026-04-01,Direct,Returning Visitors,48,48,48,0.0
2026-03-03,Email,Lead Nurture,763,29,29,6.5
2026-02-13,Referral,Customer Referral,17,17,17,0.0
2025-12-15,Email,Lead Nurture,500,19,19,6.5
2026-03-23,Referral,Industry Events,19,19,19,0.0
2026-06-08,Referral,Customer Referral,17,17,17,0.0
2025-12-08,Referral,Partner Network,18,18,18,14.82
2026-06-22,Google Ads,Competitor Search,350,16,14,51.44
2026-05-26,LinkedIn Ads,SMB Growth,859,6,6,37.47
2026-06-01,Direct,Brand Direct,140,140,140,0.0
2026-01-30,LinkedIn Ads,Operations Leaders,710,5,4,36.88
2026-04-19,Email,Lead Nurture,421,16,16,6.5
2026-05-22,Direct,Brand Direct,115,115,115,0.0
2025-12-17,Google Ads,Restaurant Operations,285,14,12,32.74
2026-05-06,Meta Ads,Retargeting,2088,26,24,23.64
2026-06-15,Direct,Demo Page Direct,36,36,36,0.0
2025-12-09,LinkedIn Ads,Operations Leaders,714,5,5,35.31
2025-12-28,Meta Ads,Awareness Video,3382,38,35,23.11
2025-11-24,Google Ads,High Intent Search,761,31,27,72.78
2026-01-14,Email,Lead Nurture,632,24,24,6.5
2026-06-26,Organic Search,SEO Guides,4438,142,142,0.0
2025-12-09,Email,Newsletter,921,35,35,6.5
2026-05-25,Direct,Brand Direct,111,111,111,0.0
2026-05-31,Google Ads,Restaurant Operations,337,17,15,36.73
2026-04-18,LinkedIn Ads,Operations Leaders,771,5,4,31.21
2026-05-22,LinkedIn Ads,Decision Makers,1055,8,7,65.15
2025-12-16,LinkedIn Ads,Operations Leaders,695,5,4,33.97
2026-05-02,LinkedIn Ads,SMB Growth,533,4,3,22.94
2025-12-25,Google Ads,High Intent Search,390,19,18,43.48
2026-01-21,Direct,Demo Page Direct,27,27,27,0.0
2026-04-30,Email,Newsletter,1184,45,45,6.5
2026-04-24,Google Ads,High Intent Search,915,41,35,90.3
2025-11-10,Direct,Returning Visitors,47,47,47,0.0
2026-06-04,Google Ads,Competitor Search,574,22,20,64.78
2026-05-23,Direct,Returning Visitors,51,51,51,0.0
2026-01-08,Google Ads,High Intent Search,900,41,37,98.84
2026-01-03,Direct,Demo Page Direct,7,7,7,0.0
2026-05-12,Direct,Demo Page Direct,38,38,38,0.0
2026-02-13,Email,Reactivation,447,17,17,6.5
2026-05-11,Meta Ads,Awareness Video,10466,123,109,71.52
2026-04-17,Google Ads,Competitor Search,352,15,14,39.85
2026-02-02,LinkedIn Ads,Operations Leaders,964,7,6,41.73
2026-05-05,Google Ads,High Intent Search,925,44,38,106.81
2026-01-09,Google Ads,Restaurant Operations,417,19,17,42.89
2025-11-30,Referral,Customer Referral,7,7,7,0.0
2026-04-05,Organic Search,SEO Product Pages,3594,115,115,0.0
2026-03-23,Meta Ads,Lead Magnet,3474,43,39,33.24
2025-12-29,Meta Ads,Awareness Video,4548,56,50,32.56
2026-03-31,Direct,Demo Page Direct,30,30,30,0.0
2026-06-25,Meta Ads,Awareness Video,6709,86,77,53.91
2025-12-21,Referral,Customer Referral,15,15,15,0.0
2026-04-14,Referral,Industry Events,20,20,20,0.0
2026-04-28,Meta Ads,Lead Magnet,3014,41,36,28.57
2026-01-28,Referral,Partner Network,18,18,18,17.62
2026-03-25,Email,Lead Nurture,737,28,28,6.5
2026-06-05,Google Ads,Competitor Search,338,16,15,52.21
2025-12-21,Email,Lead Nurture,421,16,16,6.5
2026-05-16,Organic Search,SEO Product Pages,3531,113,113,0.0
2025-11-11,Organic Search,SEO Guides,3719,119,119,0.0
2026-06-11,Google Ads,High Intent Search,1036,50,47,109.96
2026-04-22,Email,Lead Nurture,632,24,24,6.5
2026-02-19,Google Ads,Competitor Search,433,18,16,53.47
2026-04-19,Organic Search,SEO Comparison,1344,43,43,0.0
2026-03-08,Google Ads,Competitor Search,325,14,13,42.77
2025-11-06,Meta Ads,Awareness Video,7861,92,84,61.28
2026-05-04,Organic Search,SEO Comparison,1719,55,55,0.0
2026-03-12,Organic Search,SEO Product Pages,5250,168,168,0.0
2025-12-03,Referral,Partner Network,17,17,17,12.68
2026-03-03,Linkedin Ads,Operations Leaders,692,5,5,37.49
2026-05-27,Direct,Demo Page Direct,35,35,35,0.0
2026-01-11,Referral,Partner Network,18,18,18,10.3
2025-12-16,Google Ads,Restaurant Operations,459,19,18,41.33
2026-01-05,Google Ads,High Intent Search,759,33,31,81.79
2026-04-04,Google Ads,Restaurant Operations,291,13,12,27.65
2026-05-23,Meta Ads,Lead Magnet,2362,29,27,24.26
2026-01-10,Referral,Partner Network,13,13,13,10.93
2026-05-15,Google Ads,Restaurant Operations,576,24,21,45.71
2026-04-02,Direct,Brand Direct,108,108,108,0.0
2026-05-13,Direct,Returning Visitors,67,67,67,0.0
2026-06-06,LinkedIn Ads,Operations Leaders,784,5,4,31.85
2025-12-13,Email,Newsletter,868,33,33,6.5
2026-06-16,Email,Reactivation,500,19,19,6.5
2025-12-29,Referral,Partner Network,10,10,10,6.85
2025-11-19,Google Ads,Restaurant Operations,349,17,15,37.83
2025-11-27,Referral,Partner Network,18,18,18,13.8
2026-04-26,Direct,Demo Page Direct,16,16,16,0.0
2026-06-08,LinkedIn Ads,Decision Makers,1206,9,8,73.96
2026-01-22,Meta Ads,Awareness Video,7296,96,90,52.1
2026-02-14,Direct,Brand Direct,68,68,68,0.0
2025-11-23,Email,Newsletter,711,27,27,6.5
2025-12-14,Direct,Demo Page Direct,25,25,25,0.0
2026-02-15,Email,Lead Nurture,579,22,22,6.5
2026-04-08,LinkedIn Ads,SMB Growth,646,5,4,35.8
2026-03-27,linkedin ads,Operations Leaders,802,5,5,40.69
2026-03-05,Referral,Industry Events,4,4,4,1264.7
2026-04-10,Email,Newsletter,921,35,35,6.5
2026-02-09,Organic Search,SEO Comparison,1094,35,35,0.0
2026-05-10,Direct,Demo Page Direct,14,14,14,0.0
2026-02-18,Referral,Partner Network,16,16,16,12.78
2025-11-23,LinkedIn Ads,Decision Makers,726,5,4,42.98
2026-06-20,Organic Search,SEO Guides,3688,118,118,0.0
2026-03-21,Referral,Customer Referral,8,8,8,0.0
2025-11-18,Referral,Customer Referral,7,7,7,0.0
2026-05-16,Referral,Partner Network,20,20,20,13.76
2026-03-26,Referral,Partner Network,17,17,17,17.66
2026-05-01,Meta Ads,Lead Magnet,3802,52,48,40.09
2026-04-27,Google Ads,Restaurant Operations,486,26,22,51.78
2026-02-24,Meta Ads,Lead Magnet,2867,42,36,32.17
2026-03-17,Google Ads,Competitor Search,368,16,14,46.81
2025-11-02,Organic Search,SEO Product Pages,2656,85,85,0.0
2026-05-25,Referral,Partner Network,28,28,28,16.27
2026-02-23,Organic Search,SEO Product Pages,4000,128,128,0.0
2026-05-02,LinkedIn Ads,Operations Leaders,661,5,5,36.27
2026-06-30,Google Ads,Restaurant Operations,551,27,24,57.57
2025-12-20,Email,Lead Nurture,500,19,19,6.5
2026-01-11,Organic Search,SEO Guides,2562,82,82,0.0
2026-06-09,Google Ads,High Intent Search,769,38,35,8720.0
2025-11-10,Referral,Customer Referral,9,9,9,0.0
2026-06-14,LinkedIn Ads,Decision Makers,536,4,4,29.66
2026-02-06,Meta Ads,Awareness Video,9954,120,104,66.4
2026-06-27,Organic Search,SEO Comparison,1125,36,36,0.0
2026-04-12,Direct,Demo Page Direct,22,22,22,0.0
2026-05-09,Google Ads,Competitor Search,365,15,13,40.73
2026-03-17,Direct,Demo Page Direct,38,38,38,0.0
2026-03-21,LinkedIn Ads,SMB Growth,530,4,4,25.49
2025-11-27,LinkedIn Ads,Decision Makers,1299,9,8,61.04
2026-02-05,LinkedIn Ads,Decision Makers,1299,9,8,69.18
2026-04-23,LinkedIn Ads,SMB Growth,689,5,5,35.14
2026-06-11,Organic Search,SEO Comparison,1938,62,62,0.0
2026-03-14,Email,Lead Nurture,395,15,15,6.5
2026-03-03,Google Ads,Restaurant Operations,461,20,18,43.98
2026-02-11,Meta Ads,Awareness Video,7816,100,89,59.16
2026-04-10,Direct,Returning Visitors,52,52,52,0.0
2026-04-16,Organic Search,SEO Comparison,1719,55,55,0.0
2026-02-16,Email,Reactivation,342,13,13,6.5
2025-11-29,Referral,Customer Referral,10,10,10,0.0
2026-05-30,Email,Reactivation,289,11,11,6.5
2026-05-13,Email,Reactivation,526,20,20,6.5
2026-02-27,LinkedIn Ads,Decision Makers,1218,9,8,72.93
2026-06-11,Referral,Industry Events,8,8,8,0.0
2025-12-24,Meta Ads,Lead Magnet,1693,25,23,18.41
2025-12-16,Direct,Returning Visitors,46,46,46,0.0
2026-06-05,Referral,Customer Referral,24,24,24,0.0
2026-01-07,Organic Search,SEO Guides,3500,112,112,0.0
2026-03-05,Direct,Returning Visitors,54,54,54,0.0
2026-04-12,Email,Newsletter,632,24,24,6.5
2026-03-03,LinkedIn Ads,Decision Makers,1146,8,7,69.42
2026-03-06,Direct,Brand Direct,99,99,99,0.0
2026-04-22,Google Ads,Competitor Search,302,13,12,42.13
2026-04-13,Google Ads,High Intent Search,939,45,42,104.9
2026-04-13,LinkedIn Ads,Operations Leaders,868,6,5,44.08
2026-05-17,Google Ads,Competitor Search,226,12,11,36.89
2026-02-10,Referral,Customer Referral,11,11,11,0.0
2026-05-18,Google Ads,Competitor Search,354,19,17,57.49
2026-02-04,LinkedIn Ads,Operations Leaders,869,6,5,37.03
2026-04-21,Email,Lead Nurture,658,25,25,6.5
2025-11-18,Direct,Returning Visitors,45,45,45,0.0
2026-04-08,Organic Search,SEO Comparison,1844,59,59,0.0
2026-03-07,Direct,Brand Direct,76,76,76,0.0
2026-03-05,Direct,Demo Page Direct,24,24,24,0.0
2026-04-18,Meta Ads,Retargeting,1516,20,18,16.14
2025-12-19,Google Ads,Competitor Search,379,19,17,56.04
2026-05-19,Organic Search,SEO Guides,3312,106,106,0.0
2026-03-08,Google Ads,Restaurant Operations,385,17,15,32.06
2026-06-16,Meta Ads,Awareness Video,11335,131,117,77.91
2026-02-06,Organic Search,SEO Product Pages,4219,135,135,0.0
2026-02-17,Email,Newsletter,895,34,34,6.5
2025-12-20,Organic Search,SEO Product Pages,2375,76,76,0.0
2025-11-10,Organic Search,SEO Guides,3344,107,107,0.0
2026-06-04,LinkedIn Ads,Decision Makers,1193,8,7,60.82
2026-06-07,Referral,Customer Referral,5,5,5,0.0
2026-03-22,Referral,Partner Network,9,9,9,11.0
2026-03-05,Meta Ads,Awareness Video,7754,103,90,57.24
2026-03-25,Meta Ads,Retargeting,1978,23,20,17.6
2026-03-28,LinkedIn Ads,SMB Growth,561,4,4,25.26
2026-06-18,LinkedIn Ads,SMB Growth,698,6,5,36.83
2026-06-22,LinkedIn Ads,Operations Leaders,997,7,6,46.79
2026-01-30,Meta Ads,Lead Magnet,2673,36,31,29.16
2026-05-27,GOOGLE ADS ,Competitor Search,515,22,19,72.68
2026-03-08,Google Ads,High Intent Search,714,31,28,70.23
2025-12-10,LinkedIn Ads,Decision Makers,1124,8,7,52.92
2026-02-02,Meta Ads,Lead Magnet,3473,49,45,35.34
2026-01-04,Organic Search,SEO Guides,2469,79,79,0.0
2025-11-12,Meta Ads,Awareness Video,7957,108,94,61.38
2026-05-21,Direct,Brand Direct,128,128,128,0.0
2026-04-29,Direct,Demo Page Direct,25,25,25,0.0
2026-05-16,Direct,Demo Page Direct,16,16,16,0.0
2025-11-25,Email,Newsletter,605,23,23,6.5
2026-05-12,Organic Search,SEO Product Pages,4688,150,150,0.0
2026-02-16,Organic Search,SEO Product Pages,4188,134,134,0.0
2025-11-25,Google Ads,Competitor Search,315,15,13,50.62
2026-05-04,Referral,Customer Referral,18,18,18,0.0
2026-01-13,Google Ads,Restaurant Operations,357,17,16,34.32
2026-02-02,Meta Ads,Awareness Video,6043,85,78,54.99
2026-06-27,Google Ads,High Intent Search,687,32,28,80.35
2026-02-24,Organic Search,SEO Comparison,1938,62,62,0.0
2026-05-04,LinkedIn Ads,Operations Leaders,772,6,6,39.88
2025-11-19,LinkedIn Ads,Decision Makers,1161,8,7,58.61
2026-02-11,Direct,Demo Page Direct,29,29,29,0.0
2026-03-11,Direct,Demo Page Direct,33,33,33,0.0
2026-05-13,Email,Newsletter,1079,41,41,6.5
2025-12-23,Organic Search,SEO Product Pages,2281,73,73,0.0
2025-12-28,Direct,Demo Page Direct,4,4,4,0.0
2026-02-16,Meta Ads,Awareness Video,6416,76,67,51.06
2026-04-13,Meta Ads,Lead Magnet,3551,43,39,33.27
2026-05-26,Google Ads,Competitor Search,392,19,17,54.33
2026-05-08,Referral,Customer Referral,12,12,12,0.0
2026-04-30,Direct,Brand Direct,103,103,103,0.0
2026-05-16,Google Ads,High Intent Search,897,38,35,90.17
2025-11-03,Organic Search,SEO Product Pages,3469,111,111,0.0
2025-12-12,Organic Search,SEO Guides,3156,101,101,0.0
2026-04-04,Meta Ads,Awareness Video,7635,87,78,52.41
2026-05-21,Referral,Customer Referral,22,22,22,0.0
2026-05-05,Referral,Industry Events,10,10,10,1582.77
2026-03-09,Organic Search,SEO Product Pages,4750,152,152,0.0
2026-05-05,Meta Ads,Awareness Video,10310,115,101,65.45
2026-05-03,Organic Search,SEO Product Pages,3719,119,119,0.0
2026-04-25,Referral,Customer Referral,13,13,13,0.0
2026-04-12,Referral,Industry Events,6,6,6,0.0
2026-02-20,Meta Ads,Lead Magnet,4057,47,41,34.19
2025-11-07,Referral,Customer Referral,10,10,10,0.0
2026-02-15,Google Ads,Competitor Search,256,11,10,33.75
2026-05-15,Organic Search,SEO Comparison,1938,62,62,0.0
2026-04-01,Referral,Customer Referral,14,14,14,0.0
2026-02-10,Email,Lead Nurture,816,31,31,6.5
2026-04-15,Google Ads,Competitor Search,425,16,14,48.62
2026-03-12,LinkedIn Ads,Operations Leaders,1025,7,6,42.83
2026-04-27,Email,Reactivation,605,23,23,6.5
2026-04-24,Meta Ads,Retargeting,2167,27,24,24.8
2026-01-06,Email,Lead Nurture,632,24,24,6.5
2026-03-04,Google Ads,Competitor Search,405,17,15,45.53
2025-12-10,Email,Newsletter,763,29,29,6.5
2026-01-18,Google Ads,High Intent Search,750,31,28,63.99
2026-04-01,Google Ads,Competitor Search,328,15,13,52.66
2026-01-13,Google Ads,High Intent Search,991,43,37,97.16
2026-02-12,Referral,Customer Referral,14,14,14,0.0
2026-03-20,Meta Ads,Retargeting,2791,28,26,24.66
2026-06-03,GOOGLE ADS ,High Intent Search,769,40,35,94.4
2026-05-12,LinkedIn Ads,SMB Growth,998,7,6,41.48
2026-04-22,Direct,Demo Page Direct,26,26,26,0.0
2025-12-13,Organic Search,SEO Guides,2219,71,71,0.0
2026-01-03,LinkedIn Ads,Decision Makers,422,3,3,21.66
2026-01-04,Google Ads,Restaurant Operations,431,17,15,32.78
2026-04-28,Meta Ads,Awareness Video,9025,108,99,65.22
2026-01-17,Meta Ads,Lead Magnet,2060,26,24,20.03
2026-02-26,Google Ads,Restaurant Operations,453,19,16,38.56
2026-03-20,Meta Ads,Lead Magnet,3234,42,39,32.06
2026-04-25,LinkedIn Ads,Decision Makers,726,5,4,37.64
2025-11-19,Google Ads,High Intent Search,876,37,33,90.62
2026-05-18,Organic Search,SEO Guides,4125,132,132,0.0
2026-01-09,LinkedIn Ads,Operations Leaders,734,5,5,38.17
2026-04-14,Meta Ads,Lead Magnet,2609,36,34,28.23
2026-02-01,Direct,Demo Page Direct,12,12,12,0.0
2025-11-14,Referral,Customer Referral,12,12,12,0.0
2025-11-20,Meta Ads,Awareness Video,13380,134,124,77.68
2026-05-12,Email,Reactivation,368,14,14,6.5
2026-05-24,Google Ads,Restaurant Operations,321,15,13,33.03
2026-02-08,Organic Search,SEO Guides,2781,89,89,0.0
2026-03-09,Organic Search,SEO Guides,4219,135,135,0.0
2026-01-23,Organic Search,SEO Guides,3969,127,127,0.0
2026-02-22,Organic Search,SEO Comparison,1000,32,32,0.0
2026-06-18,Google Ads,High Intent Search,1087,50,43,113.11
2026-04-24,Meta Ads,Lead Magnet,3536,47,44,36.55
2026-05-04,Organic Search,SEO Guides,4281,137,137,0.0
2026-04-05,Organic Search,SEO Comparison,1281,41,41,0.0
2026-06-10,LinkedIn Ads,Decision Makers,1202,9,8,68.27
2026-02-23,Direct,Brand Direct,84,84,84,0.0
2026-06-22,Google Ads,High Intent Search,1210,51,47,125.06
2026-03-18,Meta Ads,Lead Magnet,4464,55,49,39.22
2025-12-12,Direct,Brand Direct,112,112,112,0.0
2026-02-03,Organic Search,SEO Comparison,1625,52,52,0.0
2026-06-04,Meta Ads,Retargeting,2070,24,22,21.31
2026-05-17,Referral,Industry Events,12,12,12,0.0
2026-05-28,Email,Reactivation,500,19,19,6.5
2025-12-19,Organic Search,SEO Product Pages,4094,131,131,0.0
2026-03-14,Meta Ads,Awareness Video,6989,85,75,53.79
2025-11-09,Direct,Brand Direct,64,64,64,0.0
2026-05-05,Organic Search,SEO Product Pages,4375,140,140,0.0
2026-03-27,Email,Newsletter,1026,39,39,6.5
2026-03-10,Organic Search,SEO Guides,4031,129,129,0.0
2026-02-16,Direct,Brand Direct,105,105,105,0.0
2026-04-29,Organic Search,SEO Comparison,1562,50,50,0.0
2025-12-17,Referral,Customer Referral,9,9,9,0.0
2025-12-19,LinkedIn Ads,Decision Makers,926,6,5,49.14
2026-01-31,LinkedIn Ads,SMB Growth,637,4,4,22.36
2026-05-17,Direct,Demo Page Direct,19,19,19,0.0
