opportunity_id,lead_id,created_at,closed_at,stage,plan,sites,expected_value,won_value
755,3399,2026-04-15,2026-04-30,Won,Starter,1,602.0,611.08
756,3406,2026-04-23,2026-05-11,Lost,Pro,1,1516.33,0.0
757,3407,2026-04-16,2026-05-16,Lost,Pro,1,1453.1,0.0
758,3410,2026-04-19,2026-05-18,Won,Pro,1,1511.99,1447.29
759,3414,2026-04-20,2026-05-05,Won,Pro,1,1316.8,1324.22
760,3417,2026-04-21,2026-05-19,Lost,Pro,1,1377.88,0.0
761,3418,2026-04-18,2026-05-02,Lost,Pro,1,1330.69,0.0
762,3422,2026-04-23,2026-05-24,Lost,Pro,1,1318.78,0.0
763,3423,2026-04-23,2026-05-23,Won,Starter,1,614.28,555.31
764,3429,2026-04-19,2026-04-24,Lost,Starter,1,596.82,0.0
765,3437,2026-04-22,2026-05-09,Won,Starter,1,582.29,575.85
766,3438,2026-04-22,2026-05-08,Won,Starter,1,606.85,578.09
767,3442,2026-04-20,2026-05-11,Won,Starter,1,637.55,591.6
768,3456,2026-04-20,2026-04-30,Won,Starter,1,558.06,550.0
769,3458,2026-04-23,2026-05-05,Lost,Starter,1,627.4,0.0
770,3459,2026-04-25,,Open,Pro,1,1468.53,0.0
771,3461,2026-04-18,2026-05-08,Lost,Pro,1,1369.71,0.0
772,3474,2026-04-20,2026-05-06,Won,Pro,1,1351.52,1330.27
773,3485,2026-04-26,2026-05-10,Lost,Pro,1,1508.75,0.0
774,3487,2026-04-24,2026-05-07,Won,Starter,1,623.49,591.82
775,3490,2026-04-22,2026-05-01,Won,Starter,1,573.79,510.79
776,3491,2026-04-21,2026-05-09,Lost,Pro,1,1513.83,0.0
777,3493,2026-04-22,2026-05-12,Lost,Pro,1,1396.93,0.0
778,3494,2026-04-18,2026-05-02,Won,Starter,1,545.74,511.99
779,3496,2026-04-21,,Open,Pro,1,1361.5,0.0
780,3497,2026-04-19,2026-05-03,Won,Starter,1,638.5,583.63
781,3510,2026-04-23,2026-04-28,Lost,Starter,1,642.77,0.0
782,3515,2026-04-24,2026-05-19,Lost,Group,2,6278.21,0.0
783,3518,2026-04-21,2026-05-07,Lost,Starter,1,569.88,0.0
784,3521,2026-04-28,2026-06-11,Lost,Pro,1,1509.22,0.0
785,3527,2026-04-23,2026-05-11,Lost,Pro,1,1332.34,0.0
786,3529,2026-04-25,2026-06-08,Lost,Group,2,7628.86,0.0
787,3537,2026-04-29,2026-06-02,Lost,Starter,1,577.24,0.0
788,3541,2026-04-27,2026-05-22,won,Pro,1,1479.01,1303.08
789,3542,2026-04-21,2026-06-18,Lost,Group,4,13042.81,0.0
790,3552,2026-04-27,2026-05-26,Lost,Pro,1,1522.35,0.0
791,3555,2026-04-28,2026-06-18,Lost,Starter,1,574.62,0.0
792,3567,2026-04-24,2026-05-02,Lost,Starter,1,567.96,0.0
793,3570,2026-04-28,2026-05-17,Won,Pro,1,1516.5,1477.77
794,3585,2026-04-29,2026-05-14,Lost,Starter,1,562.62,0.0
795,3589,2026-05-01,2026-05-04,Won,Pro,1,1500.05,1518.49
796,3590,2026-04-24,2026-05-16,Won,Pro,1,1515.81,1483.85
797,3591,2026-04-27,2026-05-06,Won,Starter,1,572.63,527.41
798,3592,2026-04-27,2026-05-10,Lost,Group,5,16088.25,0.0
799,3594,2026-05-01,,Open,Pro,1,1395.47,0.0
800,3611,2026-04-25,2026-05-29,Lost,Pro,1,1549.14,0.0
801,3616,2026-04-26,2026-06-11,Lost,Pro,1,1534.02,0.0
802,3619,2026-04-29,2026-05-11,Lost,Starter,1,589.79,0.0
803,3620,2026-04-24,2026-04-30,Lost,Pro,1,1446.66,0.0
804,3621,2026-04-26,2026-06-30,Won,Group,3,10367.43,9374.82
805,3628,2026-04-25,2026-06-09,Lost,Group,5,16906.26,0.0
806,3630,2026-04-26,2026-05-12,Lost,Pro,1,1304.55,0.0
807,3640,2026-04-25,2026-05-16,Lost,Pro,1,1518.57,0.0
808,3641,2026-05-01,2026-06-01,Won,Group,4,13154.58,13112.17
809,3648,2026-04-25,2026-05-03,Lost,Starter,1,607.47,0.0
810,3649,2026-05-02,2026-05-28,Lost,Starter,1,591.73,0.0
811,3651,2026-05-01,2026-05-21,Lost,Starter,1,586.06,0.0
812,3654,2026-05-01,2026-06-07,Won,Pro,1,1337.78,1328.08
813,3655,2026-04-29,2026-05-09,Won,Starter,1,536.83,489.84
814,3665,2026-05-04,2026-06-01,Lost,Pro,1,1452.81,0.0
815,3673,2026-05-04,2026-05-18,Won,Pro,1,1433.22,1321.01
816,3678,2026-04-28,2026-05-10,Lost,Pro,1,1555.8,0.0
817,3680,2026-05-02,2026-05-26,Won,Starter,1,599.69,543.71
818,3686,2026-05-04,2026-05-29,Lost,Pro,1,1535.33,0.0
819,3687,2026-04-27,2026-05-23,Lost,Starter,1,599.24,0.0
820,3689,2026-05-03,2026-06-11,Won,Group,3,11310.48,10021.94
821,3694,2026-04-27,2026-05-07,Lost,Pro,1,1490.82,0.0
822,3695,2026-04-29,2026-05-12,Won,Group,2,7270.06,6845.12
823,3696,2026-04-29,2026-05-24,Lost,Pro,1,1417.7,0.0
824,3698,2026-05-01,2026-05-19,Won,Starter,1,540.06,465.48
825,3701,2026-05-03,2026-06-05,LOST,Group,5,15925.72,0.0
826,3710,2026-05-05,2026-05-20,Lost,Starter,1,590.42,0.0
827,3714,2026-04-30,2026-05-25,Lost,Pro,1,1487.31,0.0
828,3717,2026-04-28,2026-05-19,Lost,Pro,1,1432.46,0.0
829,3723,2026-05-04,2026-06-11,Lost,Pro,1,1554.29,0.0
830,3731,2026-05-04,2026-06-14,Won,Group,4,15146.99,0.0
831,3735,2026-05-04,2026-06-26,Lost,Group,3,11423.41,0.0
832,3744,2026-05-06,,Open,Group,4,12771.23,0.0
833,3746,2026-05-02,2026-05-23,Won,Starter,1,572.72,0.0
834,3759,2026-05-05,2026-05-21,Lost,Starter,1,639.69,0.0
835,3760,2026-05-07,2026-05-19,Won,Starter,1,611.84,619.57
836,3762,2026-05-07,,Open,Group,2,6518.81,0.0
837,3763,2026-05-01,2026-05-19,Lost,Starter,1,637.16,0.0
838,3764,2026-05-09,2026-06-05,Won,Starter,1,573.5,517.36
839,3769,2026-05-02,2026-05-28,Won,Pro,1,1467.78,1491.78
840,3776,2026-05-07,2026-05-31,Lost,Starter,1,538.11,0.0
841,3788,2026-05-02,,Open,Group,5,17645.44,0.0
842,3793,2026-05-05,2026-06-08,Lost,Pro,1,1486.93,0.0
843,3795,2026-05-10,2026-05-23,Lost,Starter,1,558.64,0.0
844,3812,2026-05-04,2026-05-17,Lost,Pro,1,1456.02,0.0
845,3815,2026-05-04,2026-05-17,Lost,Starter,1,566.08,0.0
846,3817,2026-05-03,,Open,Pro,1,1385.01,0.0
847,3822,2026-05-08,2026-06-04,Won,Pro,1,1550.32,1562.7
848,3827,2026-05-05,2026-05-13,Lost,Starter,1,601.83,0.0
849,3828,2026-05-02,2026-05-14,Lost,Pro,1,1354.97,0.0
850,3829,2026-05-03,2026-05-22,Won,Group,3,10977.34,10370.47
851,3835,2026-05-03,2026-06-02,Lost,Pro,1,1327.96,0.0
852,3839,2026-05-10,2026-06-15,Won,Group,5,16551.37,14740.8
853,3840,2026-05-11,2026-05-24,Lost,Starter,1,635.23,0.0
854,3843,2026-05-07,2026-05-28,Lost,Pro,1,1314.47,0.0
855,3848,2026-05-04,2026-05-12,Lost,Pro,1,1459.89,0.0
856,3850,2026-05-09,2026-05-29,LOST,Starter,1,529.97,0.0
857,3854,2026-05-11,2026-05-28,Lost,Starter,1,566.24,0.0
858,3858,2026-05-09,2026-05-13,Lost,Starter,1,604.26,0.0
859,3862,2026-05-04,2026-05-31,Won,Starter,1,616.63,529.58
860,3863,2026-05-11,2026-06-25,Lost,Group,5,19116.07,0.0
861,3871,2026-05-10,2026-05-28,Lost,Starter,1,539.4,0.0
862,3884,2026-05-09,2026-06-04,Won,Starter,1,579.55,572.05
863,3892,2026-05-07,2026-05-30,Lost,Group,4,14160.04,0.0
864,3897,2026-05-13,2026-05-27,Lost,Starter,1,594.51,0.0
865,3898,2026-05-12,2026-06-06,Lost,Starter,1,554.54,0.0
866,3902,2026-05-13,2026-05-08,Lost,Group,3,10650.81,0.0
867,3919,2026-05-09,2026-05-19,Lost,Starter,1,569.48,0.0
868,3920,2026-05-11,2026-05-24,Lost,Starter,1,609.72,0.0
869,3928,2026-05-13,,Open,Pro,1,1369.8,0.0
870,3930,2026-05-06,2026-05-17,Won,Pro,1,1300.88,1127.68
871,3931,2026-05-14,2026-05-25,Lost,Starter,1,595.17,0.0
872,3935,2026-05-08,,Open,Pro,1,1339.77,0.0
873,3936,2026-05-08,2026-06-11,Won,Pro,1,1323.31,1255.72
874,3943,2026-05-12,2026-05-24,Won,Starter,1,585.86,537.04
875,3944,2026-05-09,2026-06-09,Lost,Pro,1,1414.77,0.0
876,3956,2026-05-08,2026-05-29,Lost,Pro,1,1308.6,0.0
877,3958,2026-05-11,2026-06-27,Lost,Pro,1,1367.04,0.0
878,3961,2026-05-14,2026-05-29,Won,Pro,1,1292.07,1279.77
879,3962,2026-05-11,2026-06-14,Won,Pro,1,1345.69,1186.33
880,3963,2026-05-13,2026-05-31,Lost,Starter,1,600.08,0.0
881,3968,2026-05-13,2026-06-02,Lost,Pro,1,1375.38,0.0
882,3982,2026-05-11,2026-05-25,Won,Pro,1,1537.26,1352.93
883,3984,2026-05-14,,Open,Pro,1,1406.45,0.0
884,3989,2026-05-10,2026-05-24,Lost,Pro,1,1323.94,0.0
885,3991,2026-05-11,2026-05-27,Lost,Starter,1,541.92,0.0
886,4000,2026-05-15,2026-06-09,Won,Pro,1,1404.51,1343.08
887,4011,2026-05-15,2026-05-26,Lost,Pro,1,1375.37,0.0
888,4014,2026-05-15,2026-05-30,Won,Starter,1,562.91,481.64
889,4020,2026-05-16,2026-06-10,Won,Group,5,17648.67,16965.97
890,4022,2026-05-14,2026-06-03,Lost,Pro,1,1444.05,0.0
891,4023,2026-05-11,2026-05-19,Won,Pro,1,1462.78,1350.45
892,4026,2026-05-10,2026-06-01,Lost,Pro,1,1552.17,0.0
893,4027,2026-05-09,2026-05-31,Lost,Pro,1,1466.81,0.0
894,4028,2026-05-10,2026-05-30,Won,Pro,1,1535.27,1350.97
895,4030,2026-05-16,2026-05-23,Lost,Starter,1,643.02,0.0
896,4038,2026-05-18,2026-05-21,Lost,Pro,1,1373.19,0.0
897,4040,2026-05-10,2026-05-27,Lost,Pro,1,1440.84,0.0
898,4045,2026-05-17,2026-05-29,Won,Pro,1,1321.35,1347.22
899,4046,2026-05-11,2026-05-28,Won,Group,5,17266.2,16453.54
900,4056,2026-05-10,,Open,Group,2,7369.76,0.0
901,4057,2026-05-11,2026-06-27,Lost,Starter,1,560.19,0.0
902,4058,2026-05-12,2026-05-22,Won,Pro,1,1348.98,1361.94
903,4060,2026-05-10,2026-06-02,Lost,Pro,1,1489.97,0.0
904,4062,2026-05-13,2026-05-21,Lost,Starter,1,542.49,0.0
905,4063,2026-05-15,2026-05-28,Won,Starter,1,570.46,521.9
906,4065,2026-05-16,2026-06-16,Lost,Pro,1,1406.24,0.0
907,4073,2026-05-18,2026-06-24,Won,Group,2,6488.23,6010.31
908,4074,2026-05-18,2026-06-09,Won,Pro,1,1379.7,1314.35
909,4080,2026-05-11,2026-06-09,Won,Pro,1,1312.7,1215.0
910,4081,2026-05-16,2026-06-27,Lost,Group,2,7317.79,0.0
911,4083,2026-05-15,2026-05-30,Lost,Pro,1,1367.98,0.0
912,4085,2026-05-18,2026-06-06,Won,Pro,1,1411.86,1359.49
913,4099,2026-05-20,2026-05-28,Lost,Starter,1,543.49,0.0
914,4100,2026-05-12,2026-05-16,Lost,Pro,1,1366.66,0.0
915,4101,2026-05-18,,Open,Group,3,9653.24,0.0
916,4121,2026-05-13,2026-05-27,Won,Pro,1,1328.08,1325.36
917,4129,2026-05-21,2026-06-13,Lost,Group,4,12985.46,0.0
918,4130,2026-05-15,2026-06-19,Lost,Starter,1,581.91,0.0
919,4133,2026-05-14,2026-06-04,Won,Pro,1,1362.47,1167.11
920,4134,2026-05-16,2026-05-11,Lost,Starter,1,530.97,0.0
921,4147,2026-05-22,,Open,Starter,1,542.93,0.0
922,4153,2026-05-20,2026-06-15,Won,Group,3,10810.77,10350.41
923,4157,2026-05-17,2026-06-01,Won,Pro,1,1402.01,1402.58
924,4159,2026-05-19,2026-05-30,Won,Starter,1,599.0,547.21
925,4160,2026-05-19,2026-06-09,Won,Starter,1,609.92,537.64
926,4163,2026-05-21,2026-06-17,Won,Starter,1,549.08,546.59
927,4178,2026-05-21,2026-06-29,Lost,Pro,1,1369.25,0.0
928,4179,2026-05-23,2026-06-12,Won,Group,2,6812.47,6496.62
929,4180,2026-05-23,2026-06-07,Lost,Starter,1,626.21,0.0
930,4182,2026-05-18,2026-05-27,Lost,Starter,1,549.77,0.0
931,4183,2026-05-18,,Open,Pro,1,1407.19,0.0
932,4184,2026-05-19,2026-06-04,Lost,Starter,1,541.76,0.0
933,4185,2026-05-16,2026-05-31,Lost,Starter,1,613.1,0.0
934,4189,2026-05-19,2026-06-04,Lost,Group,2,6373.71,0.0
935,4192,2026-05-19,2026-06-11,Lost,Pro,1,1412.27,0.0
936,4195,2026-05-18,2026-05-30,Lost,Pro,1,1289.38,0.0
937,4206,2026-05-23,2026-06-11,Lost,Pro,1,1404.62,0.0
938,4210,2026-05-21,2026-06-07,Lost,Starter,1,575.39,0.0
939,4211,2026-05-19,2026-06-22,Lost,Group,5,16824.64,0.0
940,4215,2026-05-16,2026-06-10,Lost,Pro,1,1320.27,0.0
941,4221,2026-05-25,2026-06-19,Won,Group,4,14487.21,13189.68
942,4226,2026-05-25,2026-06-06,Lost,Starter,1,537.38,0.0
943,4228,2026-05-24,2026-06-05,Won,Pro,1,1440.2,1324.37
944,4229,2026-05-25,,Open,Group,2,7384.35,0.0
945,4230,2026-05-22,2026-06-19,Lost,Starter,1,533.93,0.0
946,4231,2026-05-25,2026-06-19,Lost,Group,5,16059.39,0.0
947,4235,2026-05-25,2026-06-06,Won,Starter,1,561.74,545.97
948,4237,2026-05-18,2026-06-10,Lost,Pro,1,1463.56,0.0
949,4243,2026-05-19,2026-06-24,Won,Starter,1,604.71,560.07
950,4244,2026-05-23,2026-06-18,Won,Starter,1,551.51,510.59
951,4247,2026-05-21,2026-05-30,Lost,Starter,1,628.74,0.0
952,4254,2026-05-20,2026-06-14,Lost,Pro,1,1491.84,0.0
953,4259,2026-05-26,2026-06-08,Lost,Starter,1,532.63,0.0
954,4260,2026-05-19,2026-06-02,Lost,Starter,1,633.74,0.0
955,4262,2026-05-23,,Open,Pro,1,1364.35,0.0
956,4263,2026-05-22,2026-06-12,Lost,Pro,1,1449.07,0.0
957,4276,2026-05-20,2026-06-08,Won,Pro,1,1358.65,1330.32
958,4284,2026-05-26,2026-06-15,Won,Starter,1,596.9,604.33
959,4295,2026-05-25,2026-06-17,Lost,Starter,1,600.78,0.0
960,4299,2026-05-21,2026-05-26,Lost,Starter,1,582.33,0.0
961,4302,2026-05-21,2026-06-09,Won,Starter,1,635.96,634.06
962,4304,2026-05-24,2026-05-27,Won,Starter,1,628.58,595.48
963,4305,2026-05-25,2026-06-27,Lost,Starter,1,585.24,0.0
964,4309,2026-05-22,2026-06-01,Won,Starter,1,534.19,508.29
965,4319,2026-05-21,2026-06-08,Lost,Pro,1,1335.08,0.0
966,4327,2026-05-22,,Open,Starter,1,572.44,0.0
967,4329,2026-05-22,2026-06-05,won,Starter,1,623.72,532.88
968,4330,2026-05-27,,open,Pro,1,1474.34,0.0
969,4343,2026-05-30,2026-06-03,Lost,Starter,1,577.91,0.0
970,4345,2026-05-23,2026-05-27,Lost,Pro,1,1399.15,0.0
971,4355,2026-05-30,2026-06-16,Won,Group,4,13161.05,11321.3
972,4356,2026-05-23,2026-06-16,Lost,Group,3,10027.06,0.0
973,4375,2026-05-24,2026-06-24,Lost,Pro,1,1514.86,0.0
974,4377,2026-05-29,2026-06-30,Lost,Pro,1,1476.89,0.0
975,4384,2026-05-24,2026-05-31,Lost,Starter,1,563.02,0.0
976,4386,2026-05-29,2026-06-17,Lost,Pro,1,1490.1,0.0
977,4388,2026-05-26,2026-06-19,Won,Pro,1,1341.02,1210.09
978,4389,2026-05-23,2026-06-20,Lost,Starter,1,567.43,0.0
979,4392,2026-05-28,2026-06-09,Won,Starter,1,570.89,576.07
980,4398,2026-05-26,,Open,Group,4,15204.17,0.0
981,4404,2026-05-24,2026-06-16,Lost,Pro,1,1430.97,0.0
982,4411,2026-06-01,,Open,Pro,1,1524.41,0.0
983,4412,2026-05-31,,Open,Starter,1,600.11,0.0
984,4415,2026-05-29,2026-06-10,Lost,Pro,1,1372.7,0.0
985,4420,2026-05-30,2026-06-08,Won,Starter,1,555.74,0.0
986,4421,2026-05-24,2026-06-04,Won,Group,5,17766.08,18033.46
987,4423,2026-06-01,2026-06-08,Lost,Starter,1,576.4,0.0
988,4437,2026-05-30,2026-06-21,Lost,Starter,1,553.4,0.0
989,4441,2026-05-29,2026-06-13,LOST,Starter,1,603.97,0.0
990,4442,2026-05-28,2026-06-18,Lost,Starter,1,574.86,0.0
991,4443,2026-06-02,2026-06-26,Lost,Pro,1,1553.29,0.0
992,4451,2026-05-26,,open,Pro,1,1406.72,0.0
993,4457,2026-05-31,2026-06-15,Won,Pro,1,1501.76,1518.48
994,4458,2026-05-26,2026-06-11,Won,Group,3,9515.56,9180.74
995,4459,2026-05-29,2026-06-11,Lost,Pro,1,1431.98,0.0
996,4462,2026-06-01,,Open,Pro,1,1501.52,0.0
997,4463,2026-05-26,2026-06-05,Won,Pro,1,1520.72,1346.56
998,4477,2026-05-27,2026-06-04,Lost,Starter,1,634.76,0.0
999,4479,2026-05-31,2026-06-30,Lost,Pro,1,1459.66,0.0
1000,4498,2026-06-05,2026-06-26,Lost,Pro,1,1563.54,0.0
1001,4502,2026-06-02,2026-06-18,Won,Starter,1,604.53,583.39
1002,4504,2026-05-30,2026-06-24,Lost,Pro,1,1563.36,0.0
1003,4508,2026-05-30,2026-06-22,Lost,Starter,1,532.4,0.0
1004,4514,2026-06-02,2026-06-13,Won,Starter,1,561.46,519.3
1005,4516,2026-05-30,2026-06-09,Lost,Starter,1,581.53,0.0
1006,4517,2026-05-31,2026-06-29,Lost,Group,2,7062.94,0.0
1007,4518,2026-06-05,,Open,Pro,1,1540.94,0.0
1008,4519,2026-06-02,,Open,Pro,1,1463.99,0.0
1009,4527,2026-06-01,2026-06-11,Lost,Pro,1,1512.77,0.0
1010,4529,2026-06-02,2026-06-07,Lost,Pro,1,1312.28,0.0
1011,4531,2026-06-05,,Open,Pro,1,1418.59,0.0
1012,4558,2026-06-02,2026-06-15,Lost,Pro,1,1420.83,0.0
1013,4562,2026-06-05,,Open,Starter,1,543.27,0.0
1014,4579,2026-06-08,2026-06-19,Lost,Pro,1,1477.98,0.0
1015,4584,2026-06-08,2026-06-25,Lost,Pro,1,1567.61,0.0
1016,4586,2026-06-03,2026-06-22,Lost,Starter,1,559.48,0.0
1017,4595,2026-06-04,,Open,Pro,1,1386.65,0.0
1018,4597,2026-06-08,2026-06-22,Lost,Group,2,6453.18,0.0
1019,4601,2026-06-08,2026-06-29,Won,Pro,1,1490.41,1354.39
1020,4602,2026-06-08,2026-06-20,Lost,Starter,1,559.53,0.0
1021,4606,2026-06-06,2026-06-22,Won,Starter,1,561.22,516.61
1022,4607,2026-06-03,2026-06-24,Lost,Starter,1,566.11,0.0
1023,4622,2026-06-08,,Open,Group,5,18448.99,0.0
1024,4625,2026-06-01,2026-06-15,Won,Pro,1,1358.49,1290.27
1025,4626,2026-06-07,2026-06-16,Won,Starter,1,552.31,534.17
1026,4627,2026-06-08,,Open,Starter,1,573.96,0.0
1027,4634,2026-06-06,2026-06-12,Lost,Pro,1,1348.9,0.0
1028,4635,2026-06-02,2026-06-20,Won,Starter,1,540.65,541.87
1029,4643,2026-06-09,2026-06-29,Won,Starter,1,642.29,587.71
1030,4645,2026-06-04,2026-06-11,Lost,Starter,1,531.35,0.0
1031,4647,2026-06-06,2026-06-14,Lost,Pro,1,1446.81,0.0
1032,4648,2026-06-03,,Open,Starter,1,594.87,0.0
1033,4649,2026-06-04,2026-06-11,Won,Pro,1,1528.73,1397.2
1034,4651,2026-06-07,2026-06-24,Lost,Starter,1,622.94,0.0
1035,4653,2026-06-08,,Open,Starter,1,604.46,0.0
1036,4656,2026-06-02,2026-06-16,LOST,Group,4,13685.6,0.0
1037,4659,2026-06-04,,open,Starter,1,580.77,0.0
1038,4660,2026-06-10,,Open,Starter,1,562.57,0.0
1039,4661,2026-06-07,,Open,Starter,1,605.4,0.0
1040,4673,2026-06-09,,Open,Starter,1,553.32,0.0
1041,4680,2026-06-09,2026-06-19,Won,Pro,1,1501.22,1402.07
1042,4686,2026-06-07,,Open,Starter,1,582.96,0.0
1043,4687,2026-06-05,2026-06-15,Lost,Starter,1,603.08,0.0
1044,4691,2026-06-05,2026-06-24,Lost,Pro,1,1528.65,0.0
1045,4699,2026-06-10,,Open,Group,2,6374.16,0.0
1046,4704,2026-06-09,2026-06-30,Won,Pro,1,1493.93,1501.05
1047,4705,2026-06-07,2026-06-22,Won,Pro,1,1299.95,1220.41
1048,4707,2026-06-08,,Open,Starter,1,529.86,0.0
1049,4709,2026-06-09,2026-06-22,Lost,Starter,1,531.82,0.0
1050,4710,2026-06-05,2026-06-16,Won,Pro,1,1453.31,1240.47
1051,4713,2026-06-08,,Open,Group,4,13939.39,0.0
1052,4715,2026-06-12,,Open,Starter,1,609.33,0.0
1053,4717,2026-06-05,,Open,Group,4,13443.41,0.0
1054,4721,2026-06-09,2026-06-25,Lost,Starter,1,569.96,0.0
1055,4724,2026-06-11,,Open,Group,4,13512.86,0.0
1056,4727,2026-06-10,,Open,Pro,1,1294.89,0.0
1057,4733,2026-06-06,2026-06-16,Lost,Starter,1,614.65,0.0
1058,4735,2026-06-07,2026-06-27,Lost,Starter,1,646.2,0.0
1059,4736,2026-06-07,2026-06-17,Lost,Starter,1,574.14,0.0
1060,4737,2026-06-12,,Open,Pro,1,1381.52,0.0
1061,4759,2026-06-07,2026-06-20,LOST,Pro,1,1334.17,0.0
1062,4762,2026-06-12,,Open,Pro,1,1356.55,0.0
1063,4767,2026-06-13,,Open,Group,3,10898.92,0.0
1064,4770,2026-06-12,,Open,Starter,1,557.21,0.0
1065,4771,2026-06-08,2026-06-27,Lost,Pro,1,1373.55,0.0
1066,4772,2026-06-12,2026-06-27,Lost,Pro,1,1478.58,0.0
1067,4773,2026-06-15,2026-06-23,Lost,Pro,1,1381.78,0.0
1068,4786,2026-06-11,,Open,Starter,1,537.57,0.0
1069,4787,2026-06-07,2026-06-24,Lost,Starter,1,543.93,0.0
1070,4790,2026-06-10,,Open,Starter,1,591.26,0.0
1071,4791,2026-06-07,2026-06-29,Won,Pro,1,1378.53,1264.42
1072,4792,2026-06-09,2026-06-25,Lost,Starter,1,535.57,0.0
1073,4794,2026-06-11,,Open,Group,5,18307.93,0.0
1074,4796,2026-06-13,,Open,Pro,1,1466.36,0.0
1075,4811,2026-06-10,2026-06-29,won,Pro,1,1481.72,1361.06
1076,4812,2026-06-10,,Open,Starter,1,610.05,0.0
1077,4829,2026-06-15,,Open,Group,2,7096.33,0.0
1078,4832,2026-06-16,2026-06-29,Lost,Starter,1,577.89,0.0
1079,4834,2026-06-14,2026-06-24,Won,Starter,1,586.94,535.96
1080,4851,2026-06-15,,Open,Pro,1,1446.76,0.0
1081,4861,2026-06-12,2026-06-25,Lost,Pro,1,1508.56,0.0
1082,4862,2026-06-12,,Open,Starter,1,642.95,0.0
1083,4864,2026-06-12,,Open,Pro,1,1452.91,0.0
1084,4869,2026-06-12,2026-06-28,Lost,Pro,1,1432.94,0.0
1085,4871,2026-06-16,,Open,Starter,1,596.83,0.0
1086,4880,2026-06-19,,Open,Pro,1,1313.85,0.0
1087,4889,2026-06-11,,Open,Pro,1,1337.49,0.0
1088,4892,2026-06-14,,Open,Pro,1,1360.62,0.0
1089,4895,2026-06-15,,Open,Pro,1,1486.79,0.0
1090,4901,2026-06-16,,Open,Pro,1,1422.74,0.0
1091,4903,2026-06-12,2026-06-18,Won,Pro,1,1410.59,1205.46
1092,4917,2026-06-19,,open,Pro,1,1353.17,0.0
1093,4918,2026-06-13,,Open,Group,2,6935.32,0.0
1094,4919,2026-06-13,2026-06-25,Won,Starter,1,628.92,635.53
1095,4920,2026-06-13,,Open,Pro,1,1483.59,0.0
1096,4922,2026-06-15,2026-06-28,Lost,Group,4,14264.01,0.0
1097,4924,2026-06-12,,Open,Group,4,15015.36,0.0
1098,4930,2026-06-16,2026-06-21,Won,Pro,1,1457.58,1447.05
1099,4931,2026-06-16,,Open,Starter,1,589.01,0.0
1100,4933,2026-06-14,2026-06-28,Won,Pro,1,1567.96,1575.99
1101,4941,2026-06-15,,Open,Pro,1,1296.52,0.0
1102,4943,2026-06-20,,Open,Group,5,16928.43,0.0
1103,4947,2026-06-15,2026-06-28,Lost,Pro,1,1295.34,0.0
1104,4952,2026-06-13,2026-06-29,Won,Pro,1,1322.43,1180.51
1105,4954,2026-06-16,2026-06-30,Won,Pro,1,1538.53,1530.96
1106,4955,2026-06-21,2026-06-24,Lost,Starter,1,639.18,0.0
1107,4956,2026-06-19,,Open,Group,2,7023.33,0.0
1108,4963,2026-06-18,,Open,Pro,1,1508.74,0.0
1109,4965,2026-06-18,,Open,Starter,1,536.3,0.0
1110,4979,2026-06-19,,Open,Pro,1,1348.42,0.0
1111,4986,2026-06-20,,Open,Pro,1,1396.69,0.0
1112,4988,2026-06-14,,Open,Pro,1,1367.49,0.0
1113,4989,2026-06-15,,Open,Pro,1,1438.75,0.0
1114,4991,2026-06-17,,Open,Pro,1,1364.08,0.0
1115,4992,2026-06-15,,Open,Pro,1,1540.51,0.0
1116,4993,2026-06-17,,Open,Starter,1,542.58,0.0
1117,4994,2026-06-20,,Open,Starter,1,574.78,0.0
1118,4995,2026-06-16,,Open,Group,4,14474.1,0.0
1119,5009,2026-06-17,,Open,Starter,1,562.99,0.0
1120,5011,2026-06-15,,Open,Pro,1,1459.79,0.0
1121,5012,2026-06-21,2026-06-26,Won,Pro,1,1404.43,1425.99
1122,5014,2026-06-23,,Open,Starter,1,564.7,0.0
1123,5015,2026-06-23,,Open,Pro,1,1422.98,0.0
1124,5018,2026-06-18,2026-06-26,Lost,Pro,1,1371.86,0.0
1125,5020,2026-06-20,2026-06-30,Lost,Starter,1,576.55,0.0
1126,5025,2026-06-21,,Open,Pro,1,1288.7,0.0
1127,5037,2026-06-17,2026-06-25,Won,Starter,1,600.19,609.3
1128,5041,2026-06-22,,Open,Starter,1,573.87,0.0
1129,5042,2026-06-17,,Open,Starter,1,641.52,0.0
1130,5054,2026-06-19,,Open,Pro,1,1542.83,0.0
1131,5056,2026-06-19,,Open,Group,4,14114.96,0.0
1132,5058,2026-06-19,,Open,Pro,1,1558.0,0.0
1133,5061,2026-06-18,,Open,Pro,1,1350.14,0.0
1134,5062,2026-06-17,,Open,Pro,1,1326.51,0.0
1135,5064,2026-06-26,,open,Pro,1,1499.09,0.0
1136,5068,2026-06-19,2026-06-29,Lost,Pro,1,1454.07,0.0
1137,5073,2026-06-19,,Open,Pro,1,1447.58,0.0
1138,5077,2026-06-25,,Open,Starter,1,581.29,0.0
1139,5081,2026-06-25,,Open,Group,5,16398.49,0.0
1140,5082,2026-06-24,,Open,Pro,1,1500.06,0.0
1141,5083,2026-06-25,,Open,Pro,1,1480.63,0.0
1142,5084,2026-06-21,2026-06-28,Won,Starter,1,627.01,547.08
1143,5085,2026-06-26,,Open,Starter,1,575.05,0.0
