lead_id,created_at,channel,campaign,region,company_size,business_type,lead_score,is_mql,is_sql
2660,2026-03-13 18:40,Organic Search,SEO Comparison,Namur,1-9,Café,52.0,1,0
2661,2026-03-13 19:25,Organic Search,SEO Comparison,East Flanders,10-49,Bar,44.0,0,0
2662,2026-03-13 19:05,Email,Reactivation,namur ,1-9,Bar,64.0,0,0
2663,2026-03-13 14:25,Referral,Customer Referral,Brussels,50+,Café,,1,1
2664,2026-03-14 17:37,Google Ads,Competitor Search,East Flanders,10-49,Café,72.0,0,0
2665,2026-03-14 09:52,Google Ads,Restaurant Operations,East Flanders,10-49,Café,60.0,1,0
2666,2026-03-14 17:08,Meta Ads,Awareness Video,Walloon Brabant,10-49,Restaurant,34.0,1,0
2667,2026-03-14 17:46,Meta Ads,Awareness Video,Hainaut,10-49,Bar,0.0,0,0
2668,2026-03-14 10:23,Meta Ads,Lead Magnet,Brussels,1-9,Restaurant,9.0,0,0
2669,2026-03-14 13:22,Organic Search,SEO Product Pages,East Flanders,10-49,Bar,44.0,1,0
2670,2026-03-14 17:04,Organic Search,SEO Guides,Antwerp,10-49,Restaurant,65.0,1,1
2671,2026-03-14 08:18,Organic Search,SEO Guides,Brussels,1-9,Bar,36.0,0,0
2672,2026-03-14 10:14,Organic Search,SEO Guides,Hainaut,10 - 49,Bar,47.0,0,0
2673,2026-03-14 14:33,Direct,Returning Visitors,Hainaut,50+,Restaurant,80.0,0,1
2674,2026-03-14 15:45,Direct,Returning Visitors,Antwerp,1-9,Hotel,48.0,0,0
2675,2026-03-14 20:44,Email,Newsletter,Hainaut,50+,Bar,75.0,1,1
2676,2026-03-14 07:35,Email,Newsletter,Brussels,50+,Bar,84.0,1,0
2677,2026-03-14 19:24,Email,Lead Nurture,Antwerp,1-9,Restaurant,73.0,1,1
2678,2026-03-14 20:52,Referral,Customer Referral,Hainaut,1-9,Bar,85.0,1,1
2679,2026-03-14 13:49,Referral,Customer Referral,East Flanders,1-9,Café,63.0,1,0
2680,2026-03-15 15:43,Google Ads,High Intent Search,Antwerp,1-9,Restaurant,71.0,1,0
2681,2026-03-15 15:19,Google Ads,Restaurant Operations,Flemish Brabant,1-9,Bar,46.0,0,0
2682,2026-03-15 14:07,Google Ads,Restaurant Operations,Brussels,50+,Snack,71.0,1,0
2683,2026-03-15 13:27,Meta Ads,Awareness Video,East Flanders,1-9,Restaurant,14.0,0,0
2684,2026-03-15 20:23,Meta Ads,Lead Magnet,Antwerp,1-9,Restaurant,33.0,0,0
2685,2026-03-15 16:08,Meta Ads,Lead Magnet,Antwerp,1-9,Café,26.0,0,0
2686,2026-03-15 07:55,Organic Search,SEO Product Pages,Antwerp,1-9,Snack,57.0,1,0
2687,2026-03-15 20:42,Organic Search,SEO Guides,Antwerp,1-9,Snack,45.0,1,0
2688,2026-03-15 11:52,Organic Search,SEO Guides,Walloon Brabant,1-9,Hotel,44.0,1,0
2689,2026-03-15 21:50,Organic Search,SEO Comparison,Brussels,10-49,Restaurant,87.0,1,1
2690,2026-03-15 15:17,Direct,Brand Direct,Antwerp,10-49,Restaurant,77.0,1,1
2691,2026-03-15 08:31,Direct,Brand Direct,Brussels,10-49,Café,86.0,1,0
2692,2026-03-15 21:03,Direct,Returning Visitors,Namur,1-9,Snack,56.0,0,0
2693,2026-03-15 09:53,Direct,Returning Visitors,Brussels,1-9,Restaurant,58.0,1,0
2694,2026-03-15 13:32,Direct,Demo Page Direct,Brussels,10-49,Restaurant,64.0,1,0
2695,2026-03-15 14:51,Email,Lead Nurture,Hainaut,1-9,Restaurant,62.0,1,0
2696,2026-03-15 17:36,Email,Lead Nurture,Antwerp,1-9,Bar,78.0,1,1
2697,2026-03-15 08:20,Email,Reactivation,Walloon Brabant,1-9,Café,55.0,1,1
2698,2026-03-16 16:05,Google Ads,High Intent Search,Antwerp,1-9,Restaurant,46.0,0,0
2699,2026-03-16 16:48,Google Ads,Competitor Search,Liège,10-49,Bar,26.0,1,0
2700,2026-03-16 18:56,LinkedIn Ads,Decision Makers,Namur,50+,Snack,,1,1
2701,2026-03-16 15:44,Meta Ads,Awareness Video,Hainaut,10-49,Snack,18.0,0,0
2702,2026-03-16 19:50,Meta Ads,Awareness Video,Brussels,1-9,Bar,27.0,0,0
2703,2026-03-16 12:33,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,999.0,0,0
2704,2026-03-16 17:10,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,35.0,0,0
2705,2026-03-16 17:55,Meta Ads,Lead Magnet,Flemish Brabant,1-9,Snack,11.0,0,0
2706,2026-03-16 19:15,Meta Ads,Lead Magnet,Antwerp,1-9,Hotel,11.0,0,0
2707,2026-03-16 14:35,Meta Ads,Lead Magnet,Antwerp,10-49,Snack,,1,0
2708,2026-03-16 13:26,Meta Ads,Retargeting,Walloon Brabant,1-9,Bar,52.0,1,0
2709,2026-03-16 16:10,Meta Ads,Retargeting,East Flanders,1-9,Snack,39.0,1,1
2710,2026-03-16 19:10,Organic Search,SEO Product Pages,Flemish Brabant,1-9,Snack,41.0,0,0
2711,2026-03-16 11:19,Organic Search,SEO Guides,Namur,1-9,Bar,57.0,1,1
2712,2026-03-16 18:06,Organic Search,SEO Guides,Liège,10-49,Restaurant,56.0,1,1
2713,2026-03-16 13:08,Organic Search,SEO Comparison,Brussels,1-9,Bar,64.0,1,1
2714,2026-03-16 19:49,Direct,Brand Direct,Namur,1-9,Café,71.0,1,0
2715,2026-03-16 11:06,Direct,Brand Direct,Antwerp,10-49,Restaurant,78.0,1,1
2716,2026-03-16 16:01,Direct,Demo Page Direct,Namur,1-9,Snack,48.0,1,0
2717,2026-03-16 21:05,Email,Lead Nurture,Hainaut,1-9,Café,39.0,0,0
2718,2026-03-16 17:35,Email,Reactivation,Brussels,10-49,Snack,45.0,0,0
2719,2026-03-16 15:40,Referral,Partner Network,Namur,1-9,Snack,74.0,1,1
2720,2026-03-16 17:18,Referral,Customer Referral,Flemish Brabant,10-49,Bar,92.0,1,1
2721,2026-03-16 13:33,Referral,Customer Referral,Flemish Brabant,10-49,Restaurant,,1,1
2722,2026-03-16 07:27,Referral,Industry Events,Antwerp,1-9,Restaurant,60.0,1,1
2723,2026-03-17 07:25,LinkedIn Ads,Decision Makers,Flemish Brabant,50+,Bar,94.0,1,1
2724,2026-03-17 09:51,Meta Ads,Lead Magnet,Walloon Brabant,1-9,Snack,31.0,1,0
2725,2026-03-17 17:32,Meta Ads,Lead Magnet,Walloon Brabant,1-9,Restaurant,20.0,0,0
2726,2026-03-17 09:43,Meta Ads,Lead Magnet,Namur,50+,Restaurant,37.0,0,0
2727,2026-03-17 14:02,Meta Ads,Lead Magnet,Brussels,10-49,Restaurant,40.0,0,0
2728,2026-03-17 13:27,Organic Search,SEO Product Pages,Brussels,1-9,Snack,30.0,0,0
2729,2026-03-17 10:24,Organic Search,SEO Product Pages,Namur,10-49,Bar,39.0,0,0
2730,2026-03-17 08:53,Organic Search,SEO Guides,Flemish Brabant,1-9,Restaurant,33.0,1,1
2731,2026-03-17 08:44,Direct,Brand Direct,Antwerp,1-9,Bar,42.0,0,1
2732,2026-03-17 07:33,Direct,Brand Direct,Brussels,1-9,Bar,45.0,1,1
2733,2026-03-17 21:53,Direct,Brand Direct,Liège,1-9,Café,69.0,0,0
2734,2026-03-17 17:15,Direct,Brand Direct,Brussels,1-9,Restaurant,53.0,1,1
2735,2026-03-17 10:13,Direct,Brand Direct,Antwerp,1-9,Restaurant,61.0,0,0
2736,2026-03-17 19:50,Email,Newsletter,Liège,10-49,Bar,65.0,0,0
2737,2026-03-17 17:12,Email,Newsletter,Walloon Brabant,50+,Café,88.0,1,1
2738,2026-03-17 15:38,Email,Lead Nurture,Brussels,1-9,Restaurant,74.0,1,1
2739,2026-03-17 13:40,Email,Lead Nurture,Hainaut,10-49,Hotel,68.0,1,0
2740,2026-03-17 13:08,Email,Reactivation,Liège,1-9,Restaurant,21.0,0,0
2741,2026-03-17 20:58,Email,Reactivation,Hainaut,1-9,Café,50.0,1,0
2742,2026-03-17 17:55,Referral,Customer Referral,Antwerp,1-9,Restaurant,92.0,1,1
2743,2026-03-17 17:53,Referral,Industry Events,Antwerp,1-9,Restaurant,70.0,1,1
2744,2026-03-18 18:17,Google Ads,High Intent Search,Liège,10-49,Restaurant,74.0,1,1
2745,2026-03-18 15:34,Google Ads,High Intent Search,Liège,1-9,Café,77.0,1,1
2746,2026-03-18 08:44,Google Ads,Competitor Search,Hainaut,10-49,Restaurant,50.0,1,1
2747,2026-03-18 13:56,Google Ads,Competitor Search,Hainaut,10-49,Restaurant,60.0,1,0
2748,2026-03-18 20:39,Meta Ads,Awareness Video,East Flanders,10-49,Restaurant,23.0,0,0
2749,2026-03-18 18:40,Meta Ads,Awareness Video,Hainaut,10-49,Restaurant,39.0,0,0
2750,2026-03-18 18:13,Meta Ads,Awareness Video,Brussels,1-9,Café,31.0,0,0
2751,2026-03-18 20:27,Meta Ads,Retargeting,Brussels,1-9,Restaurant,34.0,0,0
2752,2026-03-18 18:19,Organic Search,SEO Guides,Antwerp,10-49,Restaurant,30.0,0,0
2753,2026-03-18 12:18,Organic Search,SEO Guides,Antwerp,10-49,Bar,24.0,0,0
2754,2026-03-18 09:01,Organic Search,SEO Comparison,East Flanders,1-9,Restaurant,45.0,0,0
2755,2026-03-18 15:28,Direct,Brand Direct,Liège,1-9,Restaurant,65.0,0,0
2756,2026-03-18 11:20,Direct,Brand Direct,Liège,1-9,Hotel,51.0,1,0
2757,2026-03-18 12:19,Direct,Brand Direct,Brussels,10-49,Restaurant,52.0,0,0
2758,2026-03-18 20:42,Direct,Brand Direct,Liège,10-49,Restaurant,57.0,0,0
2759,2026-03-18 21:44,Email,Newsletter,Liège,1-9,Snack,69.0,1,0
2760,2026-03-18 07:28,Email,Newsletter,Brussels,1-9,Restaurant,70.0,1,1
2761,2026-03-18 11:48,Email,Newsletter,Brussels,1-9,Restaurant,47.0,1,1
2762,2026-03-18 09:05,Referral,Partner Network,Brussels,1-9,Café,78.0,1,0
2763,2026-03-19 14:49,Google Ads,Competitor Search,Liège,10-49,Restaurant,40.0,0,0
2764,2026-03-19 19:55,LinkedIn Ads,SMB Growth,Namur,50+,Restaurant,58.0,1,0
2765,2026-03-19 13:15,Meta Ads,Awareness Video,Namur,1-9,Restaurant,33.0,0,0
2766,2026-03-19 08:26,Meta Ads,Awareness Video,Hainaut,10-49,Café,44.0,0,0
2767,2026-03-19 13:51,Meta Ads,Awareness Video,Brussels,1-9,Snack,19.0,0,0
2768,2026-03-19 12:32,Meta Ads,Lead Magnet,Flemish Brabant,1-9,Restaurant,29.0,0,0
2769,2026-03-19 12:23,Meta Ads,Lead Magnet,Liège,50+,Restaurant,41.0,0,0
2770,2026-03-19 14:57,Meta Ads,Lead Magnet,Brussels,1-9,Restaurant,25.0,0,0
2771,2026-03-19 14:13,Meta Ads,Lead Magnet,Liège,50+,Restaurant,61.0,1,0
2772,2026-03-19 08:40,Meta Ads,Retargeting,Hainaut,10-49,Café,50.0,0,0
2773,2026-03-19 21:45,Organic Search,SEO Guides,Liège,1-9,Café,53.0,0,0
2774,2026-03-19 13:40,Organic Search,SEO Guides,East Flanders,10-49,Restaurant,43.0,0,0
2775,2026-03-19 21:01,Direct,Brand Direct,Brussels,10-49,Snack,70.0,1,1
2776,2026-03-19 21:51,Direct,Brand Direct,Namur,1-9,Restaurant,61.0,1,1
2777,2026-03-19 09:15,Direct,Returning Visitors,Brussels,10-49,Hotel,41.0,0,0
2778,2026-03-19 17:07,Email,Reactivation,Walloon Brabant,1-9,Restaurant,47.0,1,0
2779,2026-03-19 10:25,Referral,Partner Network,East Flanders,10-49,Café,65.0,1,1
2780,2026-03-19 18:12,Referral,Partner Network,Hainaut,10-49,Restaurant,100.0,1,1
2781,2026-03-19 10:38,Referral,Customer Referral,Antwerp,1-9,Hotel,76.0,1,1
2782,2026-03-19 11:47,Referral,Industry Events,Brussels,50+,Café,44.0,0,0
2783,2026-03-20 09:53,Google Ads,High Intent Search,Walloon Brabant,10-49,Restaurant,53.0,1,0
2784,2026-03-20 08:58,Google Ads,High Intent Search,Antwerp,10-49,Restaurant,57.0,0,0
2785,2026-03-20 09:07,Google Ads,High Intent Search,Hainaut,1-9,Snack,59.0,1,1
2786,2026-03-20 08:27,LinkedIn Ads,SMB Growth,Brussels,1-9,Restaurant,53.0,0,0
2787,2026-03-20 11:08,Meta Ads,Awareness Video,Liège,50+,Bar,28.0,0,0
2788,2026-03-20 10:08,Meta Ads,Awareness Video,Walloon Brabant,1-9,Restaurant,25.0,1,0
2789,2026-03-20 11:56,Meta Ads,Retargeting,Brussels,1-9,Bar,44.0,0,0
2790,2026-03-20 09:46,Organic Search,SEO Product Pages,Antwerp,1-9,Restaurant,46.0,0,0
2791,2026-03-20 21:26,Organic Search,SEO Guides,Liège,1-9,Restaurant,24.0,0,0
2792,2026-03-20 12:51,Organic Search,SEO Comparison,Liège,50+,Restaurant,85.0,1,1
2793,2026-03-20 08:24,Direct,Returning Visitors,Namur,10-49,Bar,88.0,1,0
2794,2026-03-20 15:23,Direct,Returning Visitors,Namur,10-49,Bar,73.0,1,1
2795,2026-03-20 14:37,Email,Newsletter,Walloon Brabant,10-49,Restaurant,48.0,0,0
2796,2026-03-20 12:42,Email,Newsletter,Hainaut,1-9,Hotel,60.0,1,1
2797,2026-03-20 08:18,Email,Newsletter,Walloon Brabant,50+,Café,81.0,1,1
2798,2026-03-20 18:08,Email,Lead Nurture,Brussels,1-9,Restaurant,57.0,0,0
2799,2026-03-20 17:54,Referral,Partner Network,Flemish Brabant,10-49,Café,70.0,0,0
2800,2026-03-20 07:12,Referral,Partner Network,Brussels,10-49,Bar,69.0,1,1
2801,2026-03-20 14:45,Referral,Industry Events,Walloon Brabant,10-49,Bar,84.0,1,1
2802,2026-03-20 19:19,Referral,Industry Events,Antwerp,1-9,Bar,55.0,0,0
2803,2026-03-21 21:11,Google Ads,High Intent Search,Brussels,1-9,Restaurant,33.0,0,0
2804,2026-03-21 18:00,Meta Ads,Awareness Video,Hainaut,1-9,Hotel,21.0,0,0
2805,2026-03-21 15:48,Meta Ads,Summer Promo TEST,Brussels,10-49,Café,11.0,0,0
2806,2026-03-21 08:16,Organic Search,SEO Product Pages,East Flanders,10-49,Restaurant,52.0,1,1
2807,2026-03-21 19:02,Organic Search,SEO Guides,Hainaut,1-9,Snack,28.0,0,0
2808,2026-03-21 13:59,Organic Search,SEO Guides,Hainaut,10-49,Restaurant,56.0,0,0
2809,2026-03-21 15:40,Organic Search,SEO Guides,Namur,1-9,Restaurant,71.0,1,1
2810,2026-03-21 08:48,Organic Search,SEO Comparison,Flemish Brabant,1-9,Restaurant,59.0,1,1
2811,2026-03-21 19:25,Direct,Brand Direct,Flemish Brabant,1-9,Restaurant,60.0,1,1
2812,2026-03-21 21:25,Direct,Brand Direct,Walloon Brabant,1-9,Café,60.0,1,1
2813,2026-03-21 15:34,Direct,Returning Visitors,Liège,10-49,Bar,51.0,1,1
2814,2026-03-21 07:48,Email,Newsletter,East Flanders,50+,Bar,67.0,1,1
2815,2026-03-21 16:40,Email,Lead Nurture,Brussels,1-9,Restaurant,69.0,1,1
2816,2026-03-21 10:30,Email,Reactivation,Antwerp,1-9,Restaurant,37.0,1,0
2817,2026-03-21 14:20,Referral,Customer Referral,Brussels,1-9,Restaurant,70.0,1,0
2818,2026-03-21 19:37,Referral,Industry Events,Flemish Brabant,1-9,Restaurant,61.0,1,1
2819,2026-03-22 21:21,Google Ads,Restaurant Operations,East Flanders,10-49,Restaurant,70.0,1,0
2820,2026-03-22 09:32,Google Ads,Restaurant Operations,Brussels,1-9,Bar,63.0,1,0
2821,2026-03-22 21:48,Google Ads,Restaurant Operations,Brussels,1-9,Café,64.0,0,0
2822,2026-03-22 19:33,LinkedIn Ads,Decision Makers,Antwerp,1-9,Bar,50.0,0,0
2823,2026-03-22 19:10,Meta Ads,Awareness Video,East Flanders,1-9,Bar,18.0,0,0
2824,2026-03-22 07:49,Meta Ads,Lead Magnet,Hainaut,1-9,Café,46.0,1,0
2825,2026-03-22 21:48,Meta Ads,Lead Magnet,Antwerp,1-9,Café,3.0,0,0
2826,2026-03-22 16:19,Meta Ads,Retargeting,Namur,1-9,Restaurant,51.0,0,0
2827,2026-03-22 21:09,Organic Search,SEO Product Pages,Hainaut,10-49,Bar,78.0,1,1
2828,2026-03-22 17:44,Organic Search,SEO Guides,East Flanders,10 - 49,Restaurant,79.0,0,0
2829,2026-03-22 21:17,Direct,Returning Visitors,Liège,1-9,Restaurant,64.0,1,1
2830,2026-03-22 18:40,Email,Newsletter,Liège,10-49,Bar,41.0,0,0
2831,2026-03-22 20:02,Email,Newsletter,Flemish Brabant,1-9,Restaurant,71.0,1,1
2832,2026-03-22 19:52,Email,Newsletter,Liège,1-9,Bar,62.0,1,0
2833,2026-03-22 07:09,Email,Lead Nurture,Flemish Brabant,1-9,Restaurant,64.0,0,0
2834,2026-03-22 17:02,Email,Lead Nurture,Antwerp,10-49,Café,86.0,1,0
2835,2026-03-22 15:43,Referral,Industry Events,Liège,1-9,Restaurant,46.0,1,1
2836,2026-03-23 12:05,Google Ads,High Intent Search,Brussels,10-49,Restaurant,47.0,0,0
2837,2026-03-23 19:08,Google Ads,High Intent Search,East Flanders,1-9,Restaurant,53.0,1,0
2838,2026-03-23 09:17,Meta Ads,Awareness Video,Brussels,1-9,Bar,5.0,0,0
2839,2026-03-23 12:02,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,30.0,1,0
2840,2026-03-23 13:32,Meta Ads,Awareness Video,Antwerp,10-49,Restaurant,40.0,0,0
2841,2026-03-23 10:21,Meta Ads,Awareness Video,Antwerp,50+,Restaurant,30.0,1,0
2842,2026-03-23 11:45,Meta Ads,Awareness Video,East Flanders,1-9,Café,36.0,0,0
2843,2026-03-23 21:35,Meta Ads,Awareness Video,Antwerp,10-49,Bar,55.0,1,1
2844,2026-03-23 07:45,Meta Ads,Awareness Video,East Flanders,10-49,Restaurant,53.0,1,1
2845,2026-03-23 10:29,Meta Ads,Awareness Video,Hainaut,50+,Restaurant,55.0,1,1
2846,2026-03-23 07:30,Meta Ads,Awareness Video,Walloon Brabant,10-49,Restaurant,46.0,1,0
2847,2026-03-23 08:59,Meta Ads,Awareness Video,Hainaut,50+,Restaurant,42.0,0,0
2848,2026-03-23 18:10,Meta Ads,Lead Magnet,Namur,1-9,Bar,43.0,1,1
2849,2026-03-23 19:24,Meta Ads,Lead Magnet,Antwerp,10-49,Restaurant,46.0,1,0
2850,2026-03-23 15:54,Meta Ads,Lead Magnet,Brussels,1-9,Hotel,13.0,0,0
2851,2026-03-23 18:02,Meta Ads,Lead Magnet,Antwerp,1-9,Restaurant,53.0,1,1
2852,2026-03-23 21:02,Meta Ads,Retargeting,Brussels,50+,Restaurant,72.0,1,0
2853,2026-03-23 14:17,Meta Ads,Retargeting,Namur,1-9,Hotel,65.0,0,0
2854,2026-03-23 09:14,Organic Search,SEO Product Pages,Antwerp,1-9,Restaurant,65.0,0,0
2855,2026-03-23 11:23,Organic Search,SEO Product Pages,Brussels,50+,Restaurant,65.0,0,0
2856,2026-03-23 16:06,Organic Search,SEO Guides,Antwerp,10-49,Restaurant,50.0,0,0
2857,2026-03-23 15:09,Organic Search,SEO Comparison,Walloon Brabant,1-9,Bar,51.0,1,1
2858,2026-03-23 16:56,Direct,Brand Direct,Brussels,10-49,Restaurant,83.0,1,1
2859,2026-03-23 12:07,Direct,Returning Visitors,East Flanders,1-9,Restaurant,75.0,1,1
2860,2026-03-23 18:24,Direct,Returning Visitors,East Flanders,10-49,Restaurant,76.0,1,1
2861,2026-03-23 17:22,Direct,Demo Page Direct,Antwerp,10-49,Restaurant,74.0,0,0
2862,2026-03-23 13:50,Email,Lead Nurture,East Flanders,1-9,Restaurant,75.0,0,0
2863,2026-03-23 21:26,Email,Lead Nurture,Flemish Brabant,1-9,Restaurant,41.0,1,1
2864,2026-03-23 21:41,Referral,Partner Network,Hainaut,1-9,Snack,68.0,1,0
2865,2026-03-23 14:01,Referral,Partner Network,Hainaut,10-49,Snack,100.0,1,1
2866,2026-03-23 16:18,Referral,Industry Events,Antwerp,1-9,Hotel,60.0,1,1
2867,2026-03-24 10:21,LinkedIn Ads,Decision Makers,Bruxelles,50+,Restaurant,56.0,0,0
2868,2026-03-24 08:08,Meta Ads,Awareness Video,Brussels,50+,Bar,32.0,1,0
2869,2026-03-24 17:37,Meta Ads,Awareness Video,Antwerp,1-9,Restaurant,27.0,0,0
2870,2026-03-24 18:16,Meta Ads,Awareness Video,Namur,1-9,Bar,20.0,0,0
2871,2026-03-24 15:38,Meta Ads,Awareness Video,Namur,10-49,Bar,21.0,0,0
2872,2026-03-24 13:20,Meta Ads,Awareness Video,Hainaut,10-49,Restaurant,27.0,0,0
2873,2026-03-24 08:36,Meta Ads,Awareness Video,East Flanders,50+,Snack,37.0,0,0
2874,2026-03-24 10:20,Meta Ads,Lead Magnet,Liège,1-9,Bar,14.0,0,0
2875,2026-03-24 13:31,Meta Ads,Retargeting,Hainaut,10-49,Bar,42.0,0,0
2876,2026-03-24 12:05,Meta Ads,Retargeting,East Flanders,1-9,Bar,38.0,0,0
2877,2026-03-24 09:49,Organic Search,SEO Product Pages,Hainaut,1-9,Snack,69.0,1,1
2878,2026-03-24 17:28,Organic Search,SEO Guides,Antwerp,10-49,Bar,54.0,1,0
2879,2026-03-24 16:38,Organic Search,SEO Guides,Walloon Brabant,1-9,Restaurant,38.0,0,0
2880,2026-03-24 21:33,Organic Search,SEO Guides,Brussels,1-9,Restaurant,51.0,0,0
2881,2026-03-24 07:24,Organic Search,SEO Comparison,Flemish Brabant,10-49,Café,68.0,1,0
2882,2026-03-24 13:51,Direct,Brand Direct,Brussels,10-49,Restaurant,70.0,0,0
2883,2026-03-24 16:09,Direct,Brand Direct,Hainaut,50+,Restaurant,94.0,1,1
2884,2026-03-24 07:26,Direct,Brand Direct,Hainaut,50+,Restaurant,67.0,1,0
2885,2026-03-24 09:52,Direct,Brand Direct,Liège,50+,Restaurant,50.0,0,0
2886,2026-03-24 07:37,Direct,Returning Visitors,East Flanders,1-9,Hotel,51.0,1,1
2887,2026-03-24 14:19,Direct,Returning Visitors,Antwerp,50+,Snack,71.0,1,1
2888,2026-03-24 09:40,Direct,Returning Visitors,Liège,1-9,Restaurant,85.0,1,1
2889,2026-03-24 11:27,Direct,Returning Visitors,Walloon Brabant,1-9,Bar,63.0,0,0
2890,2026-03-24 21:13,Direct,Returning Visitors,Flemish Brabant,10-49,Restaurant,59.0,0,0
2891,2026-03-24 15:24,Email,Newsletter,Flemish Brabant,10-49,Hotel,57.0,0,0
2892,2026-03-24 18:51,Email,Newsletter,Antwerp,10-49,Snack,63.0,0,0
2893,2026-03-24 21:21,Email,Reactivation,Hainaut,1-9,Restaurant,52.0,0,0
2894,2026-03-24 16:06,Referral,Partner Network,Brussels,1 - 9,Restaurant,88.0,1,1
2895,2026-03-24 16:20,Referral,Partner Network,Hainaut,1-9,Café,53.0,0,0
2896,2026-03-24 10:11,Referral,Customer Referral,Hainaut,1-9,Hotel,94.0,1,1
2897,2026-03-24 17:25,Referral,Customer Referral,Brussels,50+,Bar,90.0,1,1
2898,2026-03-25 15:51,Google Ads,Competitor Search,East Flanders,1-9,Restaurant,44.0,1,0
2899,2026-03-25 20:09,Google Ads,Restaurant Operations,Antwerp,1-9,Bar,40.0,0,0
2900,2026-03-25 14:20,Google Ads,Restaurant Operations,Walloon Brabant,1-9,Snack,38.0,0,0
2901,2026-03-25 18:24,Google Ads,Restaurant Operations,Brussels,1-9,Restaurant,50.0,0,0
2902,2026-03-25 09:08,Google Ads,Restaurant Operations,Flemish Brabant,10-49,Bar,69.0,1,1
2903,2026-03-25 13:15,LinkedIn Ads,Decision Makers,Brussels,10-49,Restaurant,75.0,1,1
2904,2026-03-25 17:15,Meta Ads,Awareness Video,Liège,10-49,Snack,38.0,1,0
2905,2026-03-25 21:43,Meta Ads,Awareness Video,Liège,1-9,Restaurant,11.0,0,0
2906,2026-03-25 11:27,Meta Ads,Awareness Video,Liège,1-9,Bar,25.0,0,0
2907,2026-03-25 07:00,Meta Ads,Lead Magnet,Antwerp,1-9,Snack,48.0,1,0
2908,2026-03-25 10:33,Meta Ads,Lead Magnet,Flemish Brabant,50+,Bar,27.0,0,0
2909,2026-03-25 19:21,Meta Ads,Lead Magnet,East Flanders,10-49,Café,32.0,0,0
2910,2026-03-25 18:10,Organic Search,SEO Product Pages,Brussels,1-9,Restaurant,45.0,0,0
2911,2026-03-25 12:40,Organic Search,SEO Product Pages,Namur,50+,Snack,68.0,0,0
2912,2026-03-25 18:18,Organic Search,SEO Product Pages,Brussels,1-9,Café,67.0,1,1
2913,2026-03-25 11:21,Organic Search,SEO Guides,East Flanders,10-49,Restaurant,85.0,1,1
2914,2026-03-25 12:49,Organic Search,SEO Guides,Namur,1-9,Café,18.0,0,0
2915,2026-03-25 21:55,Organic Search,SEO Guides,Hainaut,1-9,Café,41.0,0,0
2916,2026-03-25 14:40,Organic Search,SEO Comparison,Hainaut,50+,Restaurant,60.0,0,0
2917,2026-03-25 10:21,Direct,Brand Direct,Flemish Brabant,1-9,Restaurant,56.0,0,0
2918,2026-03-25 11:31,Direct,Brand Direct,East Flanders,10-49,Restaurant,56.0,1,0
2919,2026-03-25 18:47,Direct,Brand Direct,East Flanders,1-9,Bar,56.0,1,0
2920,2026-03-25 13:33,Email,Newsletter,Antwerp,10-49,Restaurant,59.0,1,1
2921,2026-03-25 07:58,Email,Newsletter,Hainaut,1-9,Snack,56.0,0,0
2922,2026-03-25 15:21,Email,Lead Nurture,Liège,10-49,Snack,90.0,1,0
2923,2026-03-25 10:23,Referral,Partner Network,Antwerp,1-9,Restaurant,84.0,1,1
2924,2026-03-25 12:23,Referral,Customer Referral,East Flanders,1-9,Bar,56.0,0,0
2925,2026-03-26 08:05,Google Ads,Competitor Search,Flemish Brabant,1-9,Bar,55.0,0,0
2926,2026-03-26 19:52,Google Ads,Competitor Search,Liège,10-49,Café,43.0,0,0
2927,2026-03-26 15:42,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,28.0,0,0
2928,2026-03-26 13:53,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,16.0,0,0
2929,2026-03-26 18:56,Meta Ads,Awareness Video,Liège,1-9,Snack,12.0,0,0
2930,2026-03-26 21:02,Meta Ads,Awareness Video,Antwerp,10-49,Snack,67.0,1,0
2931,2026-03-26 12:42,Meta Ads,Lead Magnet,Namur,1-9,Bar,21.0,0,0
2932,2026-03-26 08:50,Meta Ads,Lead Magnet,Brussels,50+,Bar,44.0,1,0
2933,2026-03-26 21:34,Meta Ads,Retargeting,Brussels,1-9,Snack,44.0,0,0
2934,2026-03-26 19:00,Organic Search,SEO Product Pages,East Flanders,10-49,Snack,62.0,0,0
2935,2026-03-26 13:24,Organic Search,SEO Product Pages,East Flanders,1-9,Bar,39.0,0,0
2936,2026-03-26 15:28,Organic Search,SEO Product Pages,Flemish Brabant,1-9,Café,69.0,1,1
2937,2026-03-26 07:55,Organic Search,SEO Guides,Antwerp,1-9,Bar,38.0,0,0
2938,2026-03-26 15:53,Organic Search,SEO Guides,Antwerp,1-9,Restaurant,40.0,1,0
2939,2026-03-26 14:12,Organic Search,SEO Guides,Namur,10-49,Bar,72.0,1,1
2940,2026-03-26 10:50,Direct,Brand Direct,Hainaut,1-9,Restaurant,57.0,1,1
2941,2026-03-26 12:11,Direct,Brand Direct,Walloon Brabant,10-49,Restaurant,70.0,1,0
2942,2026-03-26 21:48,Direct,Brand Direct,Brussels,10-49,Restaurant,56.0,0,0
